271.6,-7.0711,6,-13.435
364.35,15.5,-8.4853,-16.971
430.6,9,-10.607,-16.971
513.85,-18,-17.678,-11.314
362.6,-23,16.263,-10.607
166.6,2.5,1.4142,-1.2817e-15
22.348,8,-24.042,2.1213
16.098,-22,9.1924,-12.728
39.098,-8.5,6.364,-1.4142
58.598,-1.5,1.4142,-12.021
92.598,-14.5,-7.7782,0.70711
108.85,18.5,22.627,10.607
128.35,-39,15.556,-23.335
135.6,3,6.364,26.163
101.85,-24,-16.263,-25.456
74.348,15.5,-12.021,-20.506
21.348,14.5,24.042,-20.506
-40.902,15.5,30.406,8.4853
-2.9021,24,-1.4142,-20.506
-5.6521,-0.5,-2.1213,9.1924
-20.152,-10.5,60.811,9.1924
-141.9,23.5,24.042,9.8995
-192.9,31.5,9.1924,14.849
-181.9,-16,-35.355,6.364
-183.65,6.5,9.8995,-21.213
-167.9,4,16.971,13.435
-131.9,-5.5,-29.698,14.849
-114.4,-7,-26.87,14.142
-10.152,-8.5,-16.971,-13.435
-18.652,4.5,-10.607,-4.2426
-136.4,5.5,18.385,21.92
-150.15,-1.5,-17.678,3.5355
-130.9,-6,-9.8995,-4.9497
-72.152,-10,-16.263,0.70711
-72.402,-14.5,16.971,16.971
-106.65,-19.5,-9.8995,-9.1924
-128.4,10.5,15.556,14.142
-112.4,-2.5,27.577,12.728
-87.902,-11,4.2426,24.042
-49.402,11,-10.607,-4.2426
-50.152,3,12.728,-7.7782
-60.902,-3,14.142,-14.849
-70.402,22.5,20.506,-11.314
-76.402,-7.5,-2.1213,23.335
-36.652,2.5,-2.8284,7.7782
18.848,-17.5,6.364,-22.627
154.1,17,14.849,7.7782
219.35,-6,7.0711,24.749
364.1,-11.5,-13.435,7.0711
309.6,11,-5.6569,-15.556
169.35,1.5,-15.556,-13.435
31.848,-15.5,19.799,-5.6569
-17.152,-12,-13.435,21.92
142.35,4,-1.4142,9.8995
266.6,-22,16.971,-24.042
134.1,-0.5,14.849,-25.456
-116.15,-6,21.213,10.607
-334.65,1,-14.142,4.9497
-376.65,-1.1339e-15,-12.021,15.556
-264.9,-7,-11.314,-4.9497
-136.4,6,16.263,4.9497
-98.902,-9.5,7.7782,4.2426
-159.65,-3.5,8.4853,-9.1924
-20.75,17,-3.5355,9.3877e-16
-12.5,4,12.021,-13.435
13.75,7,-7.0711,-6.364
17.5,9.5,-24.042,20.506
43.25,12,22.627,-23.335
35.75,-25.5,6.364,-0.70711
27.5,-39,-14.142,14.849
20.25,5.5,6.364,-20.506
-18.25,11.5,-5.6569,-8.4853
-18.75,27.5,-17.678,24.042
-9.75,3.5,-16.263,5.6569
-4,-8,-19.799,-21.213
-14.5,-22,9.1924,17.678
14.75,-26,21.92,-2.1213
20.5,27.5,-5.6569,16.971
15,-22.5,16.971,-25.456
-9.5,-17,-17.678,-7.7782
23.75,20,-17.678,4.9497
-17.25,-20,-11.314,24.749
-5,19,-15.556,9.8995
22.5,6.5,5.6569,-2.8284
30.75,26.5,4.9497,-16.263
17.75,-5.5,21.92,-16.971
-4.25,12,21.213,-21.92
-2,-15,-7.0711,7.0711
-8.75,-15,-21.92,0.70711
-9.75,-4,4.2426,-8.4853
-17.75,6.5,20.506,9.1924
-11.5,0.5,11.314,26.163
