-54.271,-0.35355,-3,-2.1213
-3.7714,2,-4.2426,2.8284
15.729,-1,-1.4142,-2.8284
21.979,-4,4.9497,2.8284
58.729,-9,-2.1213,-7.0711
66.229,-2,-4.9497,-2.1213
90.479,-4,2.1213,-9.1924
77.229,-5.5,-5.9911e-16,-2.8284
97.479,-7.5,-1.4142,0.70711
108.98,-5,-2.1213,3.5355
97.479,-0.5,3.5355,-3.7077e-15
41.979,-3.5,3.5355,-6.7053e-15
-3.7714,2,-0.70711,3.5355
-34.021,2,-0.70711,-6.4833e-15
-49.521,3,-5.6569,-4.2426
-90.771,-3.0492e-16,0.70711,3.5355
-98.021,-2.5,2.8284,-2.8284
-116.77,-4,-4.9497,4.2426
-149.27,2.5,-4.9497,3.5355
-152.02,-4,-2.8284,2.5095e-15
-143.27,-2.5,9.1924,-4.2426
-80.271,2,7.0711,-2.9306e-15
-66.021,3.5,-3.5355,-4.9497
-92.021,6,4.2426,-7.0711
-140.52,-1.5,4.2426,4.9497
-169.52,4,-4.9497,2.1213
-144.02,4,3.5355,-4.2426
-47.521,-4.3754e-16,-2.1213,1.4142
85.979,1.5,2.1213,-1.4142
238.48,6,4.9497,-3.5355
389.23,2.5,6.364,-2.8284
501.73,-5.5,-4.2426,-4.2426
643.48,-8,-7.7782,3.5355
752.98,-1.5,2.8284,-2.8284
858.98,1,4.0009e-16,2.1213
821.98,-3,2.8284,7.0711
636.23,2,-6.364,-2.1213
458.48,-4.5,-5.6569,-2.8284
292.23,3.5,8.4418e-16,1.4142
114.23,3.5,-7.1013e-16,2.8284
-7.7714,-6,3.5355,4.2426
-122.27,0.5,0.70711,7.0711
-185.77,-5,-7.7782,5.6569
-265.77,3.5,-2.8284,-3.5355
-333.02,4.5,4.9497,1.4142
-387.77,0.5,-2.1213,1.4142
-390.27,-1,-0.70711,2.1213
-408.27,-4,3.5355,-2.1213
-453.02,5,2.8284,4.2426
-455.77,5,-1.4142,6.364
-399.27,-1.5,2.8284,5.6569
-360.52,-0.5,2.1213,2.1213
-338.52,5,-3.5355,-2.1213
-314.52,-4.5,-1.5502e-16,-3.5355
-237.27,2.5,-4.2426,4.2426
-130.52,3.5,2.8284,1.4142
-55.771,2,4.9497,9.1924
-45.521,7,1.4142,2.1213
-84.771,5.5,-2.8284,-2.1213
-44.271,2,4.2426,2.8284
-81.021,4,-0.70711,8.4853
-108.02,3.5,-3.5355,-2.1213
-83.771,4.5,1.4142,-3.3747e-15
-7,-4.5,0.70711,-2.1213
-9.5,0.5,0.70711,4.9497
9.5,2.5,2.8284,6.2214e-16
-10.25,-1.5,3.5355,-3.5355
-0.5,-2,5.6569,-2.8284
-7.9498e-15,-5.5,-5.6569,5.6569
3.25,0.5,4.2426,-3.5355
1,1.5,-2.8284,-3.7706e-16
-4.25,2.5,-4.2426,3.5355
-2.25,-1.5,-4.2426,-2.1213
12.75,5,3.5355,7.0711
20.25,-3.5,-4.2426,-1.4142
-5,3,-7.0711,-2.1213
9.75,-1.5,3.5355,-0.70711
-0.25,6.5,1.0662e-15,-4.2426
10.5,2.5,-4.9497,-2.8284
1.75,6,4.2426,-2.1213
9.5,-4.5,-2.6604e-16,2.1213
-3.5,2,-2.1213,-3.5355
10.75,-5.5,-4.2426,-4.2426
-27.5,-4.5,-1.4142,-2.1213
-2.5,-1,1.4142,5.6569
-0.75,-8.5,7.0711,-2.1213
18.75,-5,2.1213,0.70711
6.25,-6.5,2.8284,-0.70711
2.25,1.2398e-15,-3.5355,-2.8284
-17.75,8,-4.9497,-2.8284
-30.25,-0.5,-1.4142,4.2426
-30.25,1.5,4.2426,-1.4142
-38.75,-0.5,-2.8284,4.2426
-23.5,4.5,1.4142,-0.70711
-41,7.5,-2.8284,4.2426
-16.75,4.5,-4.2426,1.4142
-32.25,5,2.8284,1.4142
-10.25,2.8684e-15,0.70711,-3.5355
31.75,6,-0.70711,-4.9497
46.5,2.8684e-15,-3.5355,4.2426
43.25,1.5,-1.4142,2.1213
41,0.5,-1.4142,3.5355
41,-0.5,0.70711,-4.2426
23.5,-1.0414e-15,-3.5355,-3.5355
12.5,1.5,-4.9497,2.8284
24,-0.5,4.0009e-16,5.6569
18.5,5,4.9497,-3.5355
24.75,-3,-2.1213,-6.364
1,-9,-4.3997e-17,0.70711
1.5,-4.5,-2.6604e-16,2.1213
16.5,-7,4.9497,-1.0432e-15
6.75,-3.5,-2.1213,-2.1213
-8.5,-2.5,-2.1213,-2.8284
-13.5,-10,1.4142,1.4142
-17.25,-9.3084e-17,-2.8284,4.73e-15
10.25,1,1.4142,3.5355
-25.25,-1.5,-2.1213,-6.364
-19.5,-11,4.9497,4.9497
-31.25,-11,2.1213,1.4142
-21,-10.5,0.70711,-2.1213
5.75,-5,-0.70711,-6.364
8,-4.5,1.4142,-2.1213
-9.5,-5.5,-3.5355,-1.4142
15.25,-0.5,-0.70711,-2.8284
6.25,-3.5,-5.6569,1.4142
0,-1,4.2426,-3.5355
1.4142,-6,-2.1213,5.6569
-4.2426,8.3788e-15,-2.8284,-5.6569
-2.8284,-7,4.9497,-7.7782
-8.4853,-10.5,-4.9497,-6.364
-0.35355,-6.5,-2.8284,3.5355
1.0607,-4.5,4.9497,1.4142
-3.5355,-3,-2.8284,-2.8284
-3.8891,-12.5,-5.6569,3.5355
-6.7175,-6.5,-1.4142,2.8284
3.8891,-8,-1.4142,2.1213
3.182,1.5,4.9497,-2.8284
-5.3033,-2.5,3.5355,7.0711
-3.5355,3.5,6.2214e-16,2.1213
-1.7678,-5,-4.9497,-3.5355
1.7678,-4.5,-1.4142,2.1213
-1.7678,1.5,2.8284,4.9497
-3.8891,7.5,2.1213,-7.0711
0.70711,0.5,1.4142,-1.4142
0.70711,8,3.5355,2.1213
-3.8891,12,6.364,-4.2426
2.4749,4,-4.9497,-3.5355
3.5355,7.5,-0.70711,2.1213
2.4749,-3.5,5.6569,-2.1213
10.607,5.5,1.4142,-5.6569
3.8891,11.5,-5.6569,-1.4142
