-588.97,15.203,-3.5,-5.6569
-641.47,14.5,-9.8995,20.506
-623.22,5,3.5355,16.263
-633.72,13,19.092,-23.335
-551.22,-11,-19.092,-0.70711
-484.72,5,-11.314,-24.042
-387.47,7.5,-9.8995,2.1213
-310.72,-1.3062e-14,18.385,7.0711
-219.22,-8,12.728,-12.728
-165.47,-11.5,-12.728,8.4853
-130.47,-16,8.4853,-10.607
-5.219,-25.5,9.1924,-4.2426
-5.469,-3,5.6569,-16.971
19.031,-11,-2.1213,17.678
58.031,17,27.577,-3.5355
44.281,14,23.335,-11.314
31.781,3,-17.678,-9.1924
20.281,-36,17.678,-16.263
9.531,-16.5,-15.556,-14.849
63.281,-10,19.092,21.92
49.781,-16.5,10.607,-14.849
44.281,24,-16.263,-2.1213
98.531,-9,1.4142,-23.335
134.28,24,4.2426,-5.6569
104.28,27,14.142,9.1924
108.53,-11,-2.1213,-8.4853
79.031,-2.5,13.435,24.042
88.531,-2,20.506,28.284
78.781,-6,-3.5355,-9.1924
86.281,0.5,-19.092,-19.092
104.78,-16.5,3.5355,-27.577
90.781,28.5,-9.8995,8.4853
71.031,-28.5,-21.213,28.284
79.531,-17.5,12.728,-11.314
92.781,12.5,-1.4142,-8.4853
104.03,3,16.971,18.385
87.781,-6,17.678,-11.314
101.03,-6.5,-7.0711,2.1213
117.78,-11.5,25.456,-18.385
113.28,-4,-14.142,12.021
86.031,1.5,13.435,23.335
113.53,-14.5,-9.1924,11.314
126.28,-23.5,0.70711,-14.849
138.53,21.5,16.263,-28.284
121.28,-19,-4.9497,9.1924
127.03,4.5,-12.728,20.506
136.53,18,5.6569,-10.607
136.53,-13.5,1.4142,-21.213
119.53,16,1.4142,-22.627
95.531,1,16.971,-24.749
126.03,18.5,21.213,8.4853
100.53,7.5,19.092,12.021
109.03,-7.5,-18.385,-0.70711
84.031,6.5,18.385,-22.627
82.781,3,-18.385,-18.385
59.781,-32.5,25.456,24.749
69.281,10.5,-24.042,5.6569
70.031,-8,-30.406,-5.6569
99.281,15.5,-18.385,-14.849
92.031,4.5,-10.607,-15.556
73.781,-0.5,-32.527,18.385
61.531,-9,-9.1924,-16.971
37.781,29.5,2.8284,-2.8284
19.75,-0.5,12.021,24.749
1.25,-19,-5.6569,28.284
-2.6219e-14,14,4.9497,-16.263
-23,-6.5,22.627,-13.435
-9,-3.5,-2.1213,-14.142
-9,-18,-22.627,27.577
-22.75,-11.5,-14.142,10.607
-22,-14.5,-21.213,23.335
-24.5,18.5,13.435,-7.0711
-11.25,-4.5,-10.607,2.8284
-25.25,-6,24.749,-16.263
-17,-11,19.799,14.142
-4.75,-4,9.1924,14.849
-6.25,-19.5,9.8995,3.5355
-13.25,-9,-22.627,9.8995
11.5,-0.5,24.042,-15.556
4,-28.5,-7.0711,14.142
-11,-4,-17.678,-14.849
-9.25,6.5,10.607,-14.849
12.5,17.5,-5.6569,22.627
-11.5,-3,-5.6569,-17.678
-5,-14,21.92,3.5355
-35.25,-29.5,-1.4142,8.4853
-3,-8.5,-3.5355,-19.092
-8.5,0.5,4.2426,16.971
11.25,20.5,21.213,15.556
-2.75,-16.5,-14.142,2.1213
-1.25,-9.5,3.5355,6.364
-7.0505e-15,-5,-13.435,-2.1213
17.5,7.5,7.7782,28.284
-13.5,-1.5353e-15,21.92,-20.506
15,1,-2.8284,21.213
13.75,3.5,-8.4853,14.142
0.25,13.5,-7.0711,-19.092
-11,16.5,-12.021,-24.749
-11.75,-1,-17.678,23.335
6,19,23.335,-11.314
3.75,4.5,9.8995,-19.092
-12.5,1.5,-13.435,22.627
15.5,-8,-16.971,-9.1924
-5.25,-27.5,14.849,-2.8061e-16
-3.25,-27.5,16.971,10.607
-2,-10,-24.749,-14.142
-0.75,1,19.799,12.728
4.5,16.5,21.213,-19.799
-0.75,10,-12.728,-24.749
-20.75,-3.5,-2.8284,19.092
5.75,-6.5,2.1213,26.163
0.25,4.5,-8.4853,5.6569
9.75,10,-16.263,24.042
-9.25,4,4.2426,0.70711
-1.75,-8.5,-14.142,-4.9497
-13.75,11.5,7.7782,10.607
0.75,9,16.971,16.971
13.5,3,21.213,18.385
4,9.5,-24.749,21.213
-11.5,-9.5,19.799,9.1924
-2.25,-4,-19.092,-24.042
-4.5,-6,4.9497,-9.1924
-4.75,-29,17.678,-27.577
6.5,-3.5,4.2426,-0.70711
15.25,10.5,-9.1924,-7.0711
0,15.5,-21.92,-20.506
6.7175,2,24.042,4.2426
-2.8284,-17,-9.1924,20.506
-20.153,11.5,16.263,19.092
-4.2426,26,9.8995,-18.385
-1.7678,0.5,-24.042,-7.0711
3.8891,-10,18.385,-22.627
-9.8995,-15,-16.263,-14.849
-26.87,-17.5,-18.385,-4.9497
-1.7678,-4,19.092,-19.092
-11.667,-9,-19.092,18.385
-24.749,-17,2.1213,-13.435
-10.607,-26.5,-0.70711,6.364
-10.253,-14,12.728,23.335
-7.0711,-6.5,-24.749,26.163
-0.70711,1,7.1859e-16,-23.335
-3.5355,-8,16.263,24.749
-18.385,23,-5.6569,-16.263
18.385,-9,-23.335,13.435
6.364,23.5,-19.799,18.385
-20.153,1,1.4142,-15.556
-2.8284,21.5,-15.556,-14.849
-8.8388,8.5,-7.0711,-10.607
1.7678,-12,-16.971,-11.314
4.5962,-1,16.263,17.678
-0.35355,6.5,6.364,-13.435
20.506,25,4.9497,20.506
-10.253,2,-14.142,19.092
0.70711,8.5,-23.335,-24.749
-33.588,4.5,-4.9497,22.627
3.5355,2,-24.042,7.0711
1.0607,-5,21.92,-26.87
5.3033,-4.5,1.4142,-16.263
9.5459,-3,6.364,-17.678
-2.4749,-10.5,-0.70711,-24.042
-19.092,-1,16.263,-12.728
-3.5355,34,2.8284,12.021
-21.92,3.5,16.263,-28.284
-8.1317,27,-17.678,19.092
6.7175,20,1.6348e-16,0.70711
19.445,19.5,-18.385,-18.385
15.556,12.5,-14.142,-16.971
7.0711,18,20.506,9.1924
9.1924,1.5,-13.435,15.556
3.5355,3,5.6569,-9.1924
-3.5355,-27,2.1213,-19.799
-14.496,-18.5,-5.6569,-7.7782
2.8284,7.5,24.749,24.042
-7.7782,-9.5,-21.92,17.678
27.224,2,25.456,-4.9497
8.8388,-6.5,-16.971,-20.506
-12.374,-15.5,0.70711,-12.728
-2.1213,-24.5,1.4142,16.971
-17.678,-18,17.678,-16.971
24.395,-8.5,-11.314,-14.849
6.364,-4,-19.092,4.9497
27.224,-14,23.335,15.556
-3.8891,6,19.092,-8.4853
-0.35355,12.5,-1.4142,-25.456
-7.4246,4,-0.70711,-19.799
8.1317,13.5,13.435,-7.7782
4.2426,-18,19.092,3.5355
-2.8284,-26.5,19.799,-2.8284
-12.374,-5.5,-24.042,-22.627
23.688,9,12.728,1.4957e-15
-10.96,21,24.749,-7.0711
-5.6569,9.5,9.1924,28.991
-13.789,18,-22.627,-16.971
12.728,-12.5,13.435,-6.364
6.0104,-13,21.213,-2.1213
4.5962,2,7.7782,-9.1924
